mean_intensity,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
89.8770527742347,-5.351325711368202,-0.988597313165151,-8.552036203746269,-3.091528235525705,2.822198924062342,-1.2673728851663975,4.5899956557825705,4.58149256912287,2.0157492818563862,-0.883893448911187
82.01229671556122,1.7790466081309098,-0.8462663403930363,-6.89567013647906,-4.253275775365317,-0.5447224525766229,-1.249728161084858,0.058985240712273596,0.5137869621592722,-2.140578894325918,-5.78757051547021
43.09913105867347,6.32055735251865,0.12358783922541165,-0.4401084250610178,-0.7956251153351599,-8.354953459801264,-1.64125022140718,-0.0544982643408132,-0.7118629328197185,-0.0009865918184489171,0.6432948949471032
46.27010921556123,7.112015205101433,-3.550695588141842,-3.226313072941653,-0.5664014347181255,-5.725037738947526,2.4825305540924396,-0.8163892375116866,0.27859739821807866,2.513108310888202,-4.608395407309037
65.05923150510205,0.7757531461772375,-3.5316254738648962,-5.946526346628508,3.5948075633677115,5.475503579561929,-2.2575642740351234,3.8923170170448307,-1.5615433703810582,-1.1707304491236756,-3.479280264354379
94.17225366709184,-7.902652194388943,3.7207033914429375,-6.453892394976939,-1.410309658398287,2.6053926387137327,-0.6948100234040825,4.947591610743448,0.4364836281451239,3.5708040102282075,-2.905308071929832
71.51082190688776,2.47476435367942,-8.965401507917345,-4.916515477983873,-6.82200160559599,-3.0068758160576277,-1.2716906189074295,-7.239444754981934,0.48894500405073027,1.4626287804399023,-2.8320851449097075
98.33344626913264,0.1639302875009882,-4.812998142101123,-8.523777236472474,0.643240762185434,0.5611493551718633,-0.5671713967589617,0.5524565714642917,2.9360313017859694,-0.059373144361350945,-1.5499537459244783
98.01704001913264,-7.6511791902384125,2.5851792592525333,-8.33024596752948,0.479130155741332,-0.9582112708743352,2.363495325505423,2.077502041495347,1.7452308287654454,-4.45859201171549,-0.156127997125481
88.130859375,-0.6903320915550143,-5.983561958273152,-5.596445646851014,-2.398459699167663,-3.505571336142085,1.852829767443998,-7.862575025707246,-4.618696732758267,2.958280013061667,-4.046546128002716
41.81118463010204,12.144150281753893,1.5442577772695232,-1.8366744393212604,1.9361958905549015,1.1590346585204803,0.3132520486727152,0.2941285009378038,0.4996225499551629,4.533089087559518,-5.605691009335818
83.04797114158163,2.6937794660576233,-6.917474354914009,-7.978893478789952,-4.509205466017178,4.1739670761982826,-4.724651592173626,-4.7835941502753805,-2.3047111257504134,1.5275250316018718,-1.0080609293397924
87.29231106505102,-0.9920450870573125,-6.62143098380837,-4.994651839835697,-3.412896760999302,-3.8733372201272402,2.37399827932406,-8.755820323300792,-4.329887531665593,2.359555623218055,-4.378350014965247
78.95788823341837,1.4010956049673207,-7.573639370617659,-8.623027220227861,-4.704384909133856,1.1365797490360545,-3.895162250278738,-2.8517192982027817,3.5540768886089573,-7.051069557163297,-0.8533344270245053
66.41587611607143,3.523923893596136,-0.9442580183380326,-3.3518506200780576,-1.1110745354363314,-3.4394172836537176,4.6772315003781015,-6.237059588864565,0.8186208157814168,0.8545391331057943,-0.1128100325665206
16.06154336734694,14.395684974627754,4.50732754950975,2.665366326413622,4.005512903878986,-4.898051515656827,3.3101704174847395,5.17502956626625,-1.6948817254187485,1.0559460096153654,-3.6002711704147488
