path,mean_intensity,std_intensity,min_intensity,max_intensity,skewness,kurtosis,entropy,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,haralick_13
DATA\Rotated\Train\compass_jellyfish\rotated_5_30.jpg,132.07521524234693,69.90209507988745,0,251,-0.2588177207991815,-1.044444234657282,7.856311376708952,0.0004172820106630042,412.48734520565756,0.9574006858928295,4845.412536966629,0.20527219354410714,265.1367146990259,18969.162802660856,8.84459625082389,13.016565231578095,0.0002409869600537734,4.754998359395049,-0.34418114775791997,0.9975505658878775
DATA\Rotated\Train\compass_jellyfish\rotated_5_31.jpg,123.75003985969387,65.63113658746465,0,250,-0.03943009592096515,-0.9226266887517038,7.83491398046435,0.00032010421307639896,567.239355610983,0.9334690580576352,4266.969796158859,0.1850293479300302,248.48362454862507,16500.63982902443,8.814562500836304,13.287574305547675,0.0002070090249898092,5.02871720864498,-0.3046971444675961,0.9947633989828163
DATA\Rotated\Train\compass_jellyfish\rotated_5_32.jpg,122.43130181760205,64.97718815718973,0,254,0.08481933869847863,-0.8824108737691292,7.8186644879878555,0.0005275066567269012,450.29751552521805,0.9461667695910796,4185.764228345404,0.20842595994286509,245.86186793133075,16292.759397856362,8.804009467821691,12.911885682981092,0.0002531384395522151,4.660431448607778,-0.3496687057890207,0.997634094610651
DATA\Rotated\Train\compass_jellyfish\rotated_5_33.jpg,123.84390943877551,70.41196670580615,0,254,0.02288436136624869,-1.0994544619719542,7.922229716799234,0.00023191579455636,1112.700547301194,0.8870465865347381,4927.9304232332815,0.10950150002563619,248.57619868885803,18599.021145631905,8.896955337483643,14.07220839886709,9.485414743104186e-05,5.822424146825683,-0.2247398617101115,0.9849375607587019
DATA\Rotated\Train\compass_jellyfish\rotated_5_34.jpg,126.63163663903062,64.56649380082126,0,254,-0.0968075224084541,-0.6624667398555903,7.808114817287686,0.0004477712561711569,377.7992127823877,0.9541110717022562,4121.575624092335,0.23614464003486324,254.0797662392669,16108.503283586955,8.792555041983519,12.75793884468396,0.00029468873425628867,4.55964537985933,-0.366674268413252,0.9981532739359908
DATA\Rotated\Train\compass_jellyfish\rotated_5_35.jpg,128.34275350765307,65.25837630921515,0,254,-0.08962596307602116,-0.8591211842938282,7.835525030145223,0.0003815603161794173,479.62366652255224,0.9430933446499181,4217.838527966308,0.16897090178197355,257.83859352512053,16391.73044534262,8.819782692136112,13.173028531598604,0.00020029507147483237,4.863317739875139,-0.3198115407174222,0.9963833253923843
DATA\Rotated\Train\compass_jellyfish\rotated_5_36.jpg,124.33870774872449,66.46321741091609,0,254,-0.020702191033392815,-0.9619426372032609,7.8626960993491055,0.0003510134896918653,571.4925299139192,0.9346745681795422,4377.32645932529,0.18451896789774808,249.52341359813056,16937.813307387187,8.844311151595672,13.20024332607454,0.0002110041335068837,4.909696532805672,-0.32211778665376617,0.9965761545431753
DATA\Rotated\Train\compass_jellyfish\rotated_5_38.jpg,127.27016900510205,61.56288323280289,0,254,-0.17199976107201465,-0.5853180845018513,7.778341783861651,0.0005261215902530993,378.43149039670016,0.949406559321483,3743.6892810410286,0.22990506515000045,255.43569057236658,14596.32563376738,8.759016399542528,12.751494362789186,0.0002876175861380516,4.548487511872475,-0.3614732138147475,0.998049889208498
DATA\Rotated\Train\compass_jellyfish\rotated_5_39.jpg,125.13056042729592,71.36037979565896,0,255,-0.012616872359364675,-1.1185452118337642,7.9310748980354875,0.00033373914813025383,2420.4772471707374,0.7608195240614051,5062.5192741154015,0.0668501131531534,251.01242771536027,17829.59984929084,8.889177102176234,14.605606684250382,4.4342541987350104e-05,6.534961081371149,-0.15974553605134434,0.9573764913129614
DATA\Rotated\Train\compass_jellyfish\rotated_5_42.jpg,124.69712611607143,67.218330050679,0,255,-0.016088588769854827,-0.9854674987796384,7.852480894906312,0.00044330613486939205,415.1899321106109,0.9536108737687377,4478.581620290301,0.2547238806846892,250.30360477897358,17499.13654905055,8.834732873512328,12.726765189358016,0.00032626830147629765,4.445695914156613,-0.38007185925302933,0.9986056395878671
DATA\Rotated\Train\compass_jellyfish\rotated_5_43.jpg,131.4739317602041,73.0939183549845,0,254,-0.18358984460395775,-1.1657727979708352,7.910674130096034,0.00033988075290085324,701.5986920537888,0.9338628494478068,5307.339428269478,0.13911298752011492,264.07878810294665,20527.759021024132,8.897339297710229,13.630435984157774,0.0001421337940086859,5.3560064373833765,-0.27795887995054613,0.9934854541847002
DATA\Rotated\Train\compass_jellyfish\rotated_5_44.jpg,121.38520408163265,62.80172431041533,0,251,0.09944415088402252,-0.63151197435183,7.766014663320392,0.0004642422652756667,496.5405998278526,0.93635216044601,3903.6088327218013,0.22600666176995823,243.75013192036556,15117.89473105934,8.75073887985852,12.861561239887301,0.0002707893378654882,4.707382932459859,-0.34460348935952045,0.997394506637768
DATA\Rotated\Train\compass_jellyfish\rotated_5_45.jpg,133.5244738520408,68.25187322603094,0,245,-0.1783798650409221,-0.957542759075324,7.76832302020041,0.0007025056278154803,337.76793600780513,0.9632956228512163,4606.663569458068,0.3129613655029403,268.12427154283364,18088.88634182444,8.75238235352386,12.081194551776367,0.00047499938770669296,3.8970468053313034,-0.4451788090547917,0.9994448188979108
DATA\Rotated\Train\compass_jellyfish\rotated_5_47.jpg,124.58733258928571,69.91806276784008,0,254,-0.010106195843033176,-1.105902727624504,7.917135013915697,0.00021587490080030936,1443.6300502967158,0.8513915074788474,4859.679703620768,0.07215136374901567,250.02414351409652,17995.08876418634,8.88372995096068,14.397677380150864,5.779940514558645e-05,6.195693048810817,-0.18254644112699478,0.9704508399879185
DATA\Rotated\Train\compass_jellyfish\rotated_5_49.jpg,116.35610650510205,62.88935879999391,0,255,0.007352516310998915,-0.8947094813838752,7.849608847471355,0.00023273187262996437,2529.0379175218977,0.6776497085718415,3924.819857244826,0.058243117313865514,233.25726980412423,13170.241511457392,8.732320218324494,14.619190938747685,3.613111950280652e-05,6.641385051057665,-0.13854851757151207,0.9401676371876202
DATA\Rotated\Train\compass_jellyfish\rotated_5_50.jpg,127.35126355229592,66.05913435024961,0,252,-0.13960320340474994,-0.9784076645802844,7.846773476264138,0.0004186949162647843,743.1866102669325,0.9140628771848658,4327.181150014004,0.188753020034551,255.58107680234025,16565.53798978905,8.81602407876596,13.463260491978263,0.0001828004369460058,5.232846820807895,-0.2853462898111919,0.9937005103732452
DATA\Rotated\Train\compass_jellyfish\rotated_5_51.jpg,120.63081951530613,66.83489870601048,0,255,0.13311325866468665,-0.8599657743689897,7.867633446209192,0.00031301239503063417,667.2679940904703,0.9247548955029423,4436.031233144182,0.168806606559603,242.13879508184368,17076.856938486235,8.848260343122835,13.442334994089888,0.00017858363334312817,5.16236193699681,-0.29248613791869854,0.9944735843103452
DATA\Rotated\Train\compass_jellyfish\rotated_5_53.jpg,126.75755341198979,65.47328698133677,0,254,0.0517489693433713,-0.825096152279809,7.847723727521752,0.00034242520102025127,927.1740383772908,0.8908666071968135,4250.516965582598,0.14909628742113945,254.38869942947935,16074.893823953045,8.808693619878309,13.661350933401643,0.00014220043806398202,5.456252939586846,-0.26022599708124244,0.9908516246249813
DATA\Rotated\Train\compass_jellyfish\rotated_5_55.jpg,133.8411790497449,65.7085339576696,0,254,-0.26933018317181856,-0.8605775017280655,7.7827588865780335,0.00045774685309685903,1222.64954320273,0.8569162255118368,4275.882097979063,0.1871551949834145,268.5289514256557,15880.878848713492,8.757569316052221,13.507189301863606,0.0001700777685963978,5.473265865432393,-0.2656769957896448,0.9913318072886458
DATA\Rotated\Train\compass_jellyfish\rotated_5_57.jpg,130.5700534119898,66.83914016896928,0,248,-0.2715893152706722,-0.835195558504553,7.769431714575441,0.0005439468075530574,400.24104200570673,0.9546795179769724,4421.444342600329,0.2422560382095602,261.9311429779764,17285.536328395632,8.754646083994551,12.731711088088534,0.00028894087171425987,4.62164173863803,-0.36212112581723166,0.9979277892884479
DATA\Rotated\Train\compass_jellyfish\rotated_5_58.jpg,123.20077327806122,62.60873694879141,0,255,-0.09068335245876952,-0.7890377445910381,7.79583177748802,0.00043541606999848324,573.9880479655088,0.9259738201750389,3880.284179455841,0.21275389045429594,247.1988920350084,14947.148669857806,8.76728696508533,13.009220705028934,0.0002563017205255442,4.776527623995562,-0.3322084015101037,0.9969618041687849
DATA\Rotated\Train\compass_jellyfish\rotated_5_59.jpg,125.63109853316327,65.47490300250439,0,253,-0.08554868328611524,-0.8290281041352738,7.804965749521255,0.0004161429770233724,412.36788114796485,0.9514034793309334,4245.776396263352,0.23219602167989806,252.1402452183694,16570.737703905404,8.79003935116706,12.725795297039552,0.0003059657858889374,4.444276314827972,-0.37029095731002803,0.9982664077195138
DATA\Rotated\Train\compass_jellyfish\rotated_5_60.jpg,115.82836415816327,64.99642692055323,0,255,-0.003666437534831852,-0.9479050795133346,7.782668032400349,0.0007101677377311554,2781.000428954398,0.6682737661687677,4193.627274116769,0.08777050724608049,232.44048275133378,13993.508667512651,8.64563442251304,14.40748581671275,4.006862708296465e-05,6.669199062529012,-0.15012314984824834,0.9495633124026822
DATA\Rotated\Train\compass_jellyfish\rotated_5_61.jpg,125.3627630739796,59.878173876985116,0,254,0.27382672454520895,-0.5804696136959508,7.358842528556939,0.004544703771716216,378.5817689466194,0.9466789282557277,3552.8986892520015,0.33088023052784293,251.72543309738788,13833.0129880614,8.30067976747232,11.93895766730093,0.00036642650548973844,4.4857651409328145,-0.3792291650565126,0.9978879466690453
DATA\Rotated\Train\compass_jellyfish\rotated_5_62.jpg,122.54109534438776,71.42256828308726,0,255,0.010264834537764136,-1.1328424101454735,7.9383871026151445,0.00028744398976717964,1618.9233179547439,0.8403591853757406,5073.12582073772,0.06927989194292548,245.91083655555983,18673.579964996105,8.90753285201037,14.45584193646483,5.2782543954542945e-05,6.279237442823039,-0.1800998621692361,0.9690981797338264
DATA\Rotated\Train\compass_jellyfish\rotated_5_63.jpg,121.20272640306122,68.31977076037653,0,253,0.13554046572865586,-0.9932287823027517,7.843720257009583,0.00037217911602566427,694.3707842712861,0.9249970602656288,4632.682800735838,0.194758768039428,243.22677898585337,17836.360418672055,8.825552167099492,13.24940755648538,0.0002045248314942647,5.109390080083979,-0.3119024204413088,0.9958785285474938
DATA\Rotated\Train\compass_jellyfish\rotated_5_64.jpg,124.89510921556122,66.05968992002784,0,253,-0.05771607030247215,-0.894183209895163,7.781145013994379,0.0006769532989870247,294.4188489784275,0.9659847480586207,4330.634233341019,0.2537906593457394,250.94030082780822,17028.118084385635,8.76173538384386,12.707348504675998,0.0002917393715275211,4.528114026330128,-0.3676779660673415,0.9982500829315086
DATA\Rotated\Train\compass_jellyfish\rotated_5_65.jpg,124.6268534757653,67.61349623263301,0,252,0.02122499269993302,-1.0470841335360888,7.833176361034648,0.0004405732367447766,396.6667578678223,0.9562173665750342,4533.406810003013,0.20114021714432198,250.38963864951617,17736.96048214419,8.814821345976423,13.165570707754458,0.00021541404221134383,4.881966193332837,-0.3201664409155476,0.996390314707966
