path,mean_intensity,std_intensity,min_intensity,max_intensity,skewness,kurtosis,entropy,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,haralick_13
DATA\CLAHE_Color\Train\lions_mane_jellyfish\aug-86-32.jpg,132.81194196428572,70.71148807997096,1,251,-0.08750497349000741,-1.2826866779261565,7.8826450588190635,0.0002751572295975796,497.8113549321251,0.9501910997922417,4997.680721962866,0.16373258548815775,265.9379918398794,19492.911532919312,8.866780477649623,13.425011171318086,0.00017097256956845525,5.151495161056788,-0.2968032381254248,0.995068151319884
DATA\CLAHE_Color\Train\lions_mane_jellyfish\aug-87-34.jpg,124.85813934948979,69.35025416987118,7,252,0.14331589689613616,-1.3231164063857883,7.795746453135087,0.0002435470971027535,1185.0202374099763,0.8767431953937519,4807.225887140685,0.11825508424746331,249.71730821229647,18043.88331115275,8.764068966778924,13.873981963379947,0.0001026025507316126,5.770251131228117,-0.2202120580143734,0.98322004411198
DATA\CLAHE_Color\Train\lions_mane_jellyfish\aug-88-35.jpg,134.71340880102042,65.51498261312783,0,254,-0.1074067307715417,-0.9069285645808947,7.797842967955144,0.0008860181109630317,965.0743385174432,0.8868571357435808,4265.562439386925,0.17011919733912034,269.96081226766944,16097.175419030224,8.744606287844336,13.507284761596049,0.0001509654028780957,5.436560107189051,-0.2677815620087114,0.9920259482417564
DATA\CLAHE_Color\Train\lions_mane_jellyfish\aug-9-10.jpg,123.16479990433673,63.14185599574338,0,255,0.26993493942632313,-0.8429428462362485,7.77136549322731,0.0004946868304490783,1588.1789674589852,0.8009923230644342,3990.0228053315177,0.18571766345743973,246.75312802532594,14371.912253867085,8.6965527590101,13.752141130929289,0.00012512209688383618,5.887426718818096,-0.2308696746879929,0.9853315387644532
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\01.jpg,123.97694116709184,64.57557332289258,6,254,0.1939738615000854,-1.0536224863510462,7.835454240838119,0.0002860278799688774,527.9152712613078,0.9365604796006057,4162.3032779131445,0.20703317824899972,248.36282261464288,16121.297840391246,8.814761983285292,13.146692373156704,0.00022783511041088526,4.874187918128697,-0.32221887221829765,0.9964637100572032
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\02.jpg,131.087890625,65.57030647272295,4,255,-0.09702571720385209,-0.9810649036209598,7.901615716149128,0.00018876505752656847,345.6271155286654,0.9594723026893137,4266.021357075705,0.18706796279817034,262.8525229511812,16718.45831277414,8.887662930840275,13.066657226825022,0.00024341215902904046,4.628552700155881,-0.34590820468309064,0.9976962579915256
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\03.jpg,127.29613759566327,65.64371069080308,5,255,0.12604255322695648,-1.1245088063987627,7.818699564544864,0.00044323762253562757,940.3845255346478,0.890625701927729,4300.043113125598,0.2172284626941037,254.98815663485388,16259.787926967732,8.775976767659845,13.201021451226373,0.00022311343712458695,5.100848877782774,-0.31183263939554506,0.995199803732062
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\04.jpg,124.24483816964286,67.86725476276992,7,255,0.28125984320350245,-1.174560317600198,7.815311210556618,0.0003024090456005947,375.6652708348894,0.959113805377589,4595.117319260329,0.21838368856803017,248.78459794496894,18004.804006206432,8.795600427066901,12.922381772812187,0.00023859330366432141,4.731867852887081,-0.3463335787324118,0.9974625689642888
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\05.jpg,129.57178730867346,64.86550876976041,0,255,0.0791627695266667,-1.0240189785749763,7.886696932188808,0.0001921455235118678,2411.57522436786,0.7129118671127256,4200.478023245189,0.13257382891804825,259.8476588197317,14390.33686861283,8.791929789682815,14.258069398103352,7.81614949347034e-05,6.279959146477477,-0.19227155086334438,0.9745262650822405
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\06.jpg,128.3916015625,69.04681008012233,0,255,-0.019242085348926626,-1.1069397767246243,7.945892875633675,6.882098060534072e-05,1659.732014213466,0.8255918287950643,4758.848215589447,0.07589461310597506,257.2224452963636,17375.660848144293,8.912984484478443,14.375229540828833,7.256996072436576e-05,6.096829892856722,-0.1907896996313663,0.9746220218312951
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\08.jpg,131.59594228316325,65.74693423821151,1,255,-0.01966955643593454,-0.9071911083164759,7.915167804443587,0.0001042016861763283,625.882800941819,0.9274155721288094,4312.035554489519,0.10539919280817384,262.9947823004255,16622.259417016234,8.892835613859452,13.833437965880515,0.00012067968104224242,5.417240109173884,-0.25219343075601913,0.9900094652268518
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\09.jpg,130.20627391581633,64.61074377837338,2,254,-0.012227555358519219,-0.9508430068798179,7.8474710260742935,0.00043843822283747035,491.3394473941621,0.9411272067012671,4172.541200408738,0.24062770141248407,260.860608830217,16198.825354240733,8.814209488407691,13.079169839773279,0.0002308510380383863,4.956123423412051,-0.33327198544027037,0.9970234132442317
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\11.jpg,131.38727678571428,65.01585033476431,0,255,-0.011187449772102873,-1.0912465715118624,7.891367567503681,0.00012132641480809886,1957.8690437887637,0.7679990007556431,4220.007463716286,0.10326780654791577,263.3253070930157,14922.160811076337,8.824468569930598,14.327573630102952,6.656462257054023e-05,6.256713016892805,-0.18436560068218227,0.9711399783171085
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\12.jpg,127.93347417091837,64.76961106778964,5,255,0.01969948256395686,-0.9222898366216259,7.891741407451554,0.0001576549666573002,607.9943012556628,0.9270941613026151,4171.521174987722,0.15324608621920532,256.0033465759417,16078.090398695185,8.872171309329172,13.52695484769456,0.000165650102513365,5.180451254997778,-0.28563294319110105,0.9939469096375557
DATA\CLAHE_Color\Train\mauve_stinger_jellyfish\13.jpg,128.44997608418367,67.27380616565009,0,255,0.08109363029519187,-1.1311590902428117,7.927319228136072,5.9055077484805196e-05,3582.529846567503,0.6030491859162879,4513.370874601254,0.07234382524687424,257.8144894659413,14470.953651837477,8.805576484757875,14.717316356027172,4.359440661772124e-05,6.708557151701415,-0.1434030822124041,0.9453965684015281
